ID,quote,Author
1262,"“Sinfully acquired money stays for ten years; in the eleventh year, it is completely destroyed along with the principal amount.”","
    Rajen Jani,
  "
1263,"“An unsuitable object in the hands of a capable person becomes suitable, while a suitable object in the hands of an incapable person becomes unsuitable.”","
    Rajen Jani,
  "
1264,"“A jewel rolls on the feet, a glass on the head is kept, but at buying-selling time, a glass is a glass, and a jewel is a jewel.”","
    Rajen Jani,
  "
1265,"“Endless are the scriptures, too vast is knowledge, limited is time, and many are the obstacles; thus the essence should be taken, like a swan takes out the milk from water.”","
    Rajen Jani,
  "
1266,"“Even if a sandalwood is cut, it does not forsake its fragrance; even if an elephant grows old, it does not forsake its sportiveness; even if a sugarcane is squeezed in a mill, it does not forsake its sweetness; likewise, even if reduced to abject poverty, a man of noble lineage does not forsake his noble qualities.”","
    Rajen Jani,
  "
1267,“Who after receiving wealth is not proud? Which licentious person’s calamities have ended? Whose heart women have not shattered on this earth? Who is always loved by the king? Who has not suffered the ravages of time? Which beggar has attained glory? Who has skilfully walked the worldly path after falling in the evil of evil persons?”,"
    Rajen Jani,
  "
1268,"“In a man of discrimination, merits acquire the desired recognition; in gold when a gem is set, it sparkles most appropriately.”","
    Rajen Jani,
  "
1269,"“In wealth, in living life, in women, and in eating, all beings have remained unsatisfied; so have they gone and so will they go.”","
    Rajen Jani,
  "
1270,"“By offering loving sentences, all beings are satisfied; thus, such sentences only should be spoken; in speech why should one be miserly?”","
    Rajen Jani,
  "
1271,“The worldly poisonous tree has only two nectar-like fruits; well-spoken words and the delicious company of cultured people.”,"
    Rajen Jani,
  "
1272,"“The person whose knowledge is confined to books, and whose wealth is in the control of others; in times of need finds his knowledge as no knowledge and his wealth as no wealth.”","
    Rajen Jani,
  "
1273,"“Which vice can be worse than greed? What can be more sinful than slander? For a truthful person, wherein is the need for austerity? For a person with a pure heart, wherein is the need for a pilgrimage? For a person who gives and gets respect from others, wherein is the need for acquiring other virtue? For a man decorated with fame, of what value is other ornamentation? For a man having true knowledge, wherein is the need for wealth? For a man dishonoured, what could be worse in death?”","
    Rajen Jani,
  "
1274,"“When a man is devoid of strength, he becomes an ascetic; when a man is without wealth, he behaves like a celibate; when a man is sick, he becomes a devotee of god; and when a woman grows old, she becomes faithful to her husband.”","
    Rajen Jani,
  "
1275,"“The snake has poison in its fang, the fly on its head, the scorpion in its tail, but an evil person is poisonous in all parts.”","
    Rajen Jani,
  "
1276,“In whose heart the desire to benefit others is always active; his troubles are destroyed and he receives wealth at each step.”,"
    Rajen Jani,
  "
1277,"“If the beloved is there, if wealth is present, if the son is filled with good qualities, and if a grandson is born, then what does heaven, the city of gods, have more than this?”","
    Rajen Jani
  "
1278,"“Food, sleep, fear, and sexual intercourse, is common in man and animals; knowledge is the extra that makes a man special, without which he is similar to an animal.”","
    Rajen Jani,
  "
1279,"“Why are you looking down O woman? What of yours has fallen on the ground? Oh! Oh! Fool! don’t you know, lost is my youth’s jewel!”","
    Rajen Jani,
  "
1280,“Life is misery without music.”,"
    Lailah Gifty Akita
  "
1281,“Our dwelling place is a place of prayer.”,"
    Lailah Gifty Akita
  "
1282,“There is nothing that educates a man better than his experience.”,"
    Lailah Gifty Akita
  "
1283,"“Do not be stubborn, give up your sins, repent.”","
    Lailah Gifty Akita
  "
1284,“The ears enjoys hearing words.”,"
    Lailah Gifty Akita
  "
1285,“Hold fast to firm faith.”,"
    Lailah Gifty Akita
  "
1286,“Find your way in the world.”,"
    Lailah Gifty Akita
  "
1287,“Keep calm in crisis.”,"
    Lailah Gifty Akita
  "
1288,“Stand firm in the storm.”,"
    Lailah Gifty Akita
  "
1289,“Pray always pray.”,"
    Lailah Gifty Akita
  "
1290,"“Always, remember that you are a mortal being.”","
    Lailah Gifty Akita
  "
1291,"“A cloth seller is wandering from street to street. It’s evening, still no sales. It feels like he is walking through a desert, dying to get a drop of water, dying to make a sale. He is frustrated now. He gets angry at a customer who actually wanted to buy a lot of clothes from him.","
    Shunya
  "
1292,“Big elephants get stuck in small pits. Don’t lose your self-confidence when petty problems of life overwhelm you. You’re the big elephant.”,"
    Shunya
  "
1293,“The very centre of your heart is where life begins - the most beautiful place on earth.”,"
    RUMI
  "
1294,“There is no place like a place of prayer.”,"
    Lailah Gifty Akita
  "
1295,"“...life is a war we all lose in the end, but every day is a battle, and you can sure as hell win some of those.”","
    Tom B. Night,
  "
1296,"“But the surest way to live a worthwhile, meaningful life was to have already done so, those moments etched forever into the fabric of spacetime.”","
    Tom B. Night,
  "
1297,“There is no ONE reason why people fail as People fail when they are not empowered to win.,"
    Lyssa-ann Clarke
  "
1298,"“Fixing problems is like breaking a pencil. It's very hard to break many pencils at one time; however, if you try breaking one at a time it's very easy to do.”","
    James Thomas Kesterson Jr
  "
1299,“This crisis calls for a change.”,"
    Lailah Gifty Akita
  "
1300,“The promises of God shall be fulfilled in the perfect time.”,"
    Lailah Gifty Akita
  "
1301,"“With prayerful faith in the spirit of persistence, we shall behold the promises of God.”","
    Lailah Gifty Akita
  "
1302,“Praying leads to then practice of piety.”,"
    Lailah Gifty Akita
  "
1303,"“My heart trust in God, thereof, I am helped.”","
    Lailah Gifty Akita
  "
1304,"“Do not resent the righteous God, when He rebukes you.”","
    Lailah Gifty Akita
  "
1305,“There is no place like a place of payer.”,"
    Lailah Gifty Akita
  "
1306,“Praying leads to the practice of piety.”,"
    Lailah Gifty Akita
  "
1307,"“God with me, He is mighty to save.”","
    Lailah Gifty Akita
  "
1308,"“When you fall, do not stay down, look for the strength within to rise.”","
    Lailah Gifty Akita
  "
1309,"“Take chances, make mistakes and, get messy!”","
    Ms. Frizzle
  "
1310,“Faith in the LORD God is the only certainty of life.”,"
    Lailah Gifty Akita
  "
1311,"“Oil on water, a secret shared with an evil person, a donation given to a worthy recipient, and scriptures in the possession of an aware person; these on their own gain expansion, due to their inherent strengths.”","
    Rajen Jani,
  "
1312,"“Although far, yet not far is the one who in the mind resides; but one who is not in the heart, although near, yet is far”","
    Rajen Jani,
  "
1313,"“From whom something dear is desired, to that person always speak dearly; the hunter kills the deer by songs sung melodiously.”","
    Rajen Jani,
  "
1314,"“He lives, who has merits; who has righteousness, he lives; devoid of merits or righteousness, living is useless.”","
    Rajen Jani,
  "
1315,"“According to the occasion witnessed, should be the speech; according to the glory seen, should be the dearness; according to one’s strength, should be the anger; one who knows this is a knowledgeable man.”","
    Rajen Jani,
  "
1316,"“Righteousness, wealth, grains, words of a Guru, and medicines, should be well-preserved, otherwise you cannot survive.”","
    Rajen Jani,
  "
1317,"“Discard evil company, cultivate good people’s association; undertake virtue day and night, remember the certainty of uncertainity.”","
    Rajen Jani
  "
1318,"“One who gives the knowledge of even a single letter, is a Guru; the student is one who fully understands it; in this world there is no substance that the student can give to repay his debt to his Guru.”","
    Rajen Jani,
  "
1319,"“Wicked people and thorns, in two ways can be counteracted; either with the shoe smash their faces, or from afar discard them.”","
    Rajen Jani,
  "
1320,"“One who wears dirty clothes, one who has dirty teeth, one who eats too much, one who speaks cruelly, one who sleeps after sunrise or before sunset, is discarded by Shree, the goddess of wealth, although he may be the discus-bearer, the god Vishnu himself.”","
    Rajen Jani,
  "
1321,"“Whatever happened in the past brought you to this point in life. If you are sad at this point, you will say, “It happened for bad.” If you are happy at this point, you will say, “It happened for good.”","
    Shunya
  "
1322,"“Success is like a high profile person and “Struggle” is her grumpy secretary who doesn’t let you meet her easily. When you befriend “Success”, when you become worthy of her friendship, you can meet her directly.”","
    Shunya
  "
1323,"“You lock your house and go out for a week. When you return, everything seems strange inside the house. The house grows in your absence! Everything in the universe is sitting on Time and continuously growing, with or without you.","
    Shunya
  "
1324,"“For a migratory bird, there is one supreme truth, “Sky is the freedom.” If it enters into a room by accident, it tries to get out by flying upward. It keeps banging its head against the ceiling. It fails to find the door or windows because it firmly believes that freedom is upward, not sideways.","
    Shunya
  "
1325,"“Again wealth, again a friend, again a wife, again a kingdom; these all can be gained again, but a human body cannot be gained again and again.”","
    Rajen Jani,
  "
1326,"“If the king is righteous then the subjects are also righteous, if the king is wicked then the subjects are also wicked, if the king is equally righteous and wicked, then the subjects are also equally righteous and wicked, the subjects behave according to the behaviour of the king, as the king is, likewise are the subjects.”","
    Rajen Jani,
  "
1327,"“Although apparently alive but devoid of righteousness, to me that person is dead; and although dead but was filled with righteousness, that person lives long, without doubt.”","
    Rajen Jani,
  "
1328,"“The hearts of low men burn with jealous fire upon seeing the fame of others; unable to reach the famed status of others, they start to slander the famous others.”","
    Rajen Jani,
  "
1329,"“Bondage is a mind that is attached to objects, and freedom is a mind that is unattached to objects; the mind is the cause for human bondage or freedom.”","
    Rajen Jani,
  "
1330,"“Who obtains all happiness as desired by the heart? In God’s control is everything; therefore, contentment is the refuge.”","
    Rajen Jani,
  "
1331,"“As in a thousand cows, a calf goes towards its mother; likewise, a performed act goes towards its doer.”","
    Rajen Jani,
  "
1332,"“One who has no stability in his work, is not happy either in society or in a forest; the society burns him with social gatherings, and the forest burns him with the lack of society.”","
    Rajen Jani,
  "
1333,"“According to the work the result is obtained, and intelligence also follows work; therefore, discerning persons undertake only such work, which is well-thought out in details.”","
    Rajen Jani,
  "
1334,"“In this world there are only three jewels: water, food, and sweet speech; fools consider pieces of rocks as jewels.”","
    Rajen Jani,
  "
1335,"“From the tree of crimes committed by oneself, comes forth fruits in the body as poverty, sorrow, disease, bondage, and affliction.”","
    Rajen Jani,
  "
1336,"“Prior to the arrival of the expected problem, one who applies various solutions to solve it; and when an unexpected problem arrives, one who can apply its correct solution immediately; both of these persons progress happily; but the fatalist is destroyed, as he does nothing and simply leaves everything to fate.”","
    Rajen Jani,
  "
1337,“Large numbers can unitedly overcome an enemy; the rainfall holding cloud by a large number of grass-blades is overcome.”,"
    Rajen Jani,
  "
1338,“Faith is a fierce fire.”,"
    Lailah Gifty Akita
  "
1339,“Let's ride hard towards your goal.”,"
    Brajesh Kumar Singh
  "
1340,“Children are full of courage.”,"
    Lailah Gifty Akita
  "
1341,"“I never forgot who Queena was before the attack, but she was so different now that it almost felt like I had a third child.”","
    Vanna Nguyen,
  "
1342,“Our existence on earth is for our enjoyment.”,"
    Lailah Gifty Akita
  "
1343,"“Do not be stubborn, repent of your sins.”","
    Lailah Gifty Akita
  "
1344,"“Gods, good men, and one’s father, are satisfied by one’s nature; relatives are satisfied with hospitality of a bath, food, and drink; whereas, scholars are satisfied when asked to give discourse.”","
    Rajen Jani,
  "
1345,"“This attachment only is fearful, this attachment only causes sorrow, attachment is the root of sorrow, one who discards attachment becomes happy.”","
    Rajen Jani,
  "
1346,"“Oh! Say how strange is the nature of great-souled people! They consider wealth as light as a straw; however, under its weight they humbly bend down in salutation!”","
    Rajen Jani,
  "
1347,"“Without peace, there is no progress.”","
    Lailah Gifty Akita
  "
1348,“Why should you be stubborn? Stop living sinful lives.”,"
    Lailah Gifty Akita
  "
1349,"“Life-span, work, wealth, knowledge, and death; these five are created when inside the womb resides the body.”","
    Rajen Jani,
  "
1350,“Hard storms make great sailors”,"
    Chaker Khazaal,
  "
1351,"“A Brahmin is like a tree, whose roots are the evening prayers, whose branches are the Vedas, and whose righteous acts are the leaves; hence, the root should be carefully protected, for if the root is torn, then there will be no branches and no leaves.”","
    Rajen Jani,
  "
1352,"“In a single tree reside various coloured birds, who at dawn fly off in ten different directions; in this what is there to grieve?”","
    Rajen Jani,
  "
1353,"“The intelligent is strong, how can the unintelligent be strong? In the jungle, the lion in his arrogant madness was killed by the jackal.”","
    Rajen Jani,
  "
1354,"“What worry have I for my maintenance, if Hari Vishvambhara is the supporter of all? If this were not so, then for supporting the life of the baby, how would the mother’s breasts be filled with milk? Thinking this every moment, O lord of the Yadus, O husband of Lakshmi, only your lotus feet I serve always and spend my time as prearranged by fate.”","
    Rajen Jani,
  "
1355,"“Although Sanskrit language has a special intelligence of its own, yet I also yearn for other languages; like although nectar is the intoxication in heaven, yet gods desire the intoxicated lips of the heavenly ladies.”","
    Rajen Jani,
  "
1356,"“From grains ten times better is flour, from flour ten times better is milk, from milk eight times better is meat, from meat ten times better is ghee.”","
    Rajen Jani,
  "
1357,"“Sorrow increases disease, rice in sweetened milk increases body, ghee increases sperm, meat piling upon meat increases.”","
    Rajen Jani,
  "
1358,"“Generosity, sweet speech, patience, and knowledge of what is appropriate, cannot be gained by practice; these four are inborn qualities.”","
    Rajen Jani,
  "
1359,"“One who forsakes his own people and joins another group of people, himself causes his own destruction; like a king who destroys himself by forsaking his kingly duty to follow another duty.”","
    Rajen Jani,
  "
1360,"“A goad controls an elephant’s vast body, is the goad as vast as the elephant? A lamp when lighted banishes darkness, is the lamp as vast as the darkness? Struck by a thunderbolt a mountain is split apart, is the thunderbolt as vast as the mountain? No, in brilliance is might seated, what is there in mere vastness?”","
    Rajen Jani,
  "
1361,"“One engrossed in affairs of the home cannot gain knowledge, a meat-eater shows no mercy, a greedy materialist has no truth, a deceiving woman has no purity.”","
    Rajen Jani,
  "
1362,"“An evil person will not become a saint, even if he is taught in several different ways; a Neem tree will not become sweet, even if it is watered by milk and ghee from its very top to its very roots.”","
    Rajen Jani,
  "
1363,"“The inner filthiness of an evil person cannot be washed away, even by hundred baths at a pilgrimage; just like an earthen pot of wine cannot be made clean, even if in fire it is truly heated.”","
    Rajen Jani,
  "
1364,"“Until the qualities of another person are known, one always devalues that another person; just like the wife of a hunter, not knowing the quality of a pearl obtained from the head of an elephant, throws it away in favour of a Gunja seed.”","
    Rajen Jani,
  "
1365,"“One who always consumes silently his meals for a whole year, resides in the heavenly world for one thousand crore years.”","
    Rajen Jani,
  "
1366,"“Lust, anger, greed, delicacies, ornamentations, nosiness, excessive sleep, and excessive service; for a student, these eight are forbidden.”","
    Rajen Jani,
  "
1367,"“One who lives by eating roots from unploughed fields, and fruits that have fallen on the ground, who always resides in forests, who daily performs the worship of the departed ancestors, such a Brahmin is known as a Rishi.”","
    Rajen Jani,
  "
1368,"“Whatever accumulated wealth is in surplus of their needs, good people donate it for good causes; Karna, Bali, Vikramaditya, these kings are even remembered today due to their charity; the honey-bees store up honey, and then some honey-collector takes all the accumulated honey away; neither did the honey-bees themselves enjoy their stored up honey, nor did they give it in charity; all they do now is rub both their legs in regret.”","
    Rajen Jani,
  "
1369,"“Competent among own people, kind with other people, wickedly-clever always towards evil people, loving towards good people, arrogant with base people, guileless with learned people, courageous against enemies, forgiving towards elders, and cunning with women; in these arts, that man who is skilful, in him the regard of the people is established.”","
    Rajen Jani,
  "
1370,"“In the company of saints an evil person becomes a saint, but a saint in the company of evil persons does not become evil; the scent of a flower is absorbed by the earth, but the scent of the earth is not absorbed by the flower.”","
    Rajen Jani,
  "
1371,"“Truth is mother, knowledge is father, righteousness is brother, kindness is friend, peace is wife, forgiveness is son, these six are my relatives.”","
    Rajen Jani,
  "
1372,"“Non-everlasting is the body, wealth is also not permanent, always together stays death; therefore, righteous acts do accumulate.”","
    Rajen Jani,
  "
1373,"“To see one’s own mother in another man’s wife, to see useless pebbles in another man’s wealth, to see oneself in all beings of the world; one who sees thus, truly sees.”","
    Rajen Jani,
  "
1374,"“Knowledge is a friend in a journey, a wife is a friend in home, medicine is a friend in disease, and righteousness is a friend in death.”","
    Rajen Jani,
  "
1375,"“Courtesy from the sons of a king, good speech from a learned man, unrighteous behaviour from gamblers, and deceits from women, should be learnt.”","
    Rajen Jani,
  "
1376,"“One who spends recklessly, one who is an orphan, one who loves quarrels, and one who is eager for all kinds of women, such a man is swiftly destroyed.”","
    Rajen Jani,
  "
1377,"“Having no meal does not worry a learned person who has gained awareness, for righteousness alone is his worry; the food of every person is created at the time of the person’s birth.”","
    Rajen Jani,
  "
1378,"“In matters regarding the utilization of wealth and grains, in the accumulation of knowledge, and in eating a meal, the person who discards shyness, becomes happy.”","
    Rajen Jani,
  "
1379,"“A drop of water falling regularly fills up a pitcher; this is the objective of all knowledge, righteousness, and wealth.”","
    Rajen Jani,
  "
1380,“Neither grieve for the past nor worry for the future; in the present time engage like a man of discernment.”,"
    Rajen Jani,
  "
1381,"“If the tree of life has given you the task of collecting leaves from the ground, do it blissfully. What you see as waste may be the compost that can help the fruits ripen early.”","
    Shunya
  "
1382,“Forkast det individ der giver sig til at kaste æg efter et hønsehus”,"
    Sofus Fabritius Christensen
  "
1383,“Fremskidt er den eneste vej frem”,"
    Sofus Fabritius Christensen
  "
1384,"“If pleasure is desired then study has to be discarded, if study is desired then pleasure has to be discarded; how can the one enjoying pleasures undertake study? Where is the enjoyment of pleasures for the one who studies?”","
    Rajen Jani,
  "
1385,"“O liberation desiring! Become aware and discard like poison the subject-object identification; drink the nectar of forgiveness, simplicity, mercy, purity, and truth.”","
    Rajen Jani,
  "
1386,"“The sensitive secrets that are known only between themselves, if spoken out by any of them, then that vile man destroys himself like a serpent straying in an anthill.”","
    Rajen Jani,
  "
1387,"“Fragrance in gold, fruit in sugarcane, flowers in sandalwood, a scholar with wealth, and a king with long life; these the Creator did not create; it seems like there were no advisors.”","
    Rajen Jani,
  "
1388,"“Among all medicines, nectar is foremost; among all material happiness, a hearty meal is foremost; among all sense organs, the eyes are foremost; and among all parts, the head is foremost.”","
    Rajen Jani,
  "
1389,"“A student, a servant, a traveller, a hungry person, a frightened person, a treasury guard, and a doorkeeper; these seven, if asleep, should be awakened.”","
    Rajen Jani,
  "
1390,"“A snake, a king, a wild beast, a stinging wasp, a child, someone else’s dog, and a fool; these seven, if asleep, should not be awakened.”","
    Rajen Jani,
  "
1391,"“Having half and incomplete study of the Veda, and having meals fit for a Shudra; that Brahmin what can he do? Without poison a mere snake.”","
    Rajen Jani,
  "
1392,"“Whose anger does not produce fear, whose satisfaction does not gift wealth, who cannot punish or help, if he is enraged, what can he do?”","
    Rajen Jani,
  "
1393,"“A poisonless snake should also greatly extend his hood; poison or no poison, the display of the enlarged hood itself is fearsome.”","
    Rajen Jani,
  "
1394,"“In poverty is patience seated, in a bad garment is appearing good seated, in bad food is heating seated, in ugliness is good manners seated.”","
    Rajen Jani,
  "
1395,"“One without wealth is not poor, wealthy he is decidedly; but one who is without the jewel of knowledge, is poor in all respects.”","
    Rajen Jani,
  "
1396,"“Without food, the kingdom burns; without Mantra, the priest; without charity, the patron; thus, there is no enemy like a Yagna.”","
    Rajen Jani,
  "
1397,"“Of what use is a birth in a high-status family for one who is without learning? Although born in a low-status family, the learned one is worshipped like a god.”","
    Rajen Jani,
  "
1398,“Fact is never faith.”,"
    Lailah Gifty Akita
  "
1399,“A man decides his course in the circumstance.”,"
    Lailah Gifty Akita
  "
1400,"“Meat-eating, alcohol-drinking, foolish, unlearned, beastly men, are burdens whose weight the earth suffers.”","
    Rajen Jani,
  "
1401,"“A scholar is honoured by the people, a scholar is worshipped everywhere, a learned man enables everyone to profit, learning is everywhere worshipped.”","
    Rajen Jani,
  "
1402,“What cannot be seen by poets? What cannot be accomplished by women? What does a drunkard not tell? What does a crow not eat?”,"
    Rajen Jani,
  "
1403,"“Fate makes a beggar a king, and a king a beggar; it makes a rich man into a poor man, and a poor man into a rich man.”","
    Rajen Jani,
  "
1404,"“The miser’s enemy is a beggar, the fool’s enemy is an intelligent man, the adulterous wife’s enemy is her husband, a thief’s enemy is the moon.”","
    Rajen Jani,
  "
1405,"“Those who have no learning, no penance, no charity, no knowledge, no good conduct, no virtue, and no righteousness; they are from the world of the dead and on the earth are simply a burden; in the form of humans, they roam around like deers.”","
    Rajen Jani,
  "
1406,"“At the end, without a summarized essence an instruction cannot be given; being in the company of the Malaya Mountain does not make a bamboo tree a sandalwood tree.”","
    Rajen Jani,
  "
1407,"“One who does not possess his own awareness, what can scriptures do for him? One who is blind, what can a mirror do for him?”","
    Rajen Jani,
  "
1408,"“To make a bad person into a good person, no solution exists on this earth; even if the anus is washed a hundred times, yet it does not become a superior organ.”","
    Rajen Jani,
  "
1409,"“Hating one’s own self results in death, hating others results in one’s loss of wealth, hating the king results in one’s annihilation, and hating a Brahmin results in the ruin of one’s family.”","
    Rajen Jani,
  "
1410,"“Better to live under a tree in a forest full of tigers and elephants, eat fruits and drink spring water, lie on the grass and wear torn barks of trees, than to stay in the midst of relatives, living a life without wealth.”","
    Rajen Jani,
  "
1411,"“A chariot should be left at a distance of five hands, a horse should be left at a distance of ten hands, an elephant should be left at a distance of a thousand hands, and an evil person should be left only after he is banished from the country.”","
    Rajen Jani,
  "
1412,"“A goad controls an elephant, a slap of the hand controls a horse, a stick controls horned beasts, and a hand holding a sword controls an evil person.”","
    Rajen Jani,
  "
1413,"“A Brahmin is satisfied at the time when eating a meal, a peacock is satisfied at the time when rain clouds thunder, a saint is satisfied at the time when others prosper, and an evil person is satisfied at the time when others suffer misery.”","
    Rajen Jani,
  "
1414,"“By submitting placate a stronger enemy, by opposition subdue a weaker enemy, and with an enemy of equal strength, win over by politeness or military force.”","
    Rajen Jani,
  "
1415,"“In his heroic arms is a king’s strength; a Brahmin’s strength is in his knowledge of Brahma; in beauty, youth, and sweet speech, is a woman’s excellent strength.”","
    Rajen Jani,
  "
1416,"“Do not be very simple and upright, for going in the forest one sees that straight trees are cut down; whereas, crooked trees remain standing.”","
    Rajen Jani,
  "
1417,"“When there is water, swans come and stay, and when the water dries up, they leave and go away; man should not behave likewise, and should not repeatedly leave and repeatedly seek shelter.”","
    Rajen Jani,
  "
1418,“Spending accumulated wealth is its protection; just as letting out water protects a pond.”,"
    Rajen Jani,
  "
1419,"“When residents of heaven are born in this earth they have four marks: they give charity, they speak sweet words, they worship gods, and they give offerings to Brahmins.”","
    Rajen Jani,
  "
1420,"“When residents of hell are born in this earth they have these marks: they are extremely vicious, they speak harsh words and are poor in speech, they have enmity with their own people, they associate with the base, and they serve disrespectful persons.”","
    Rajen Jani,
  "
1421,"“One goes, if, into a cave of a lion, then he may get pearls obtained from the elephant’s head; but if he goes into a hole of a jackal, then all he may find is a tail of a calf or a piece of a donkey’s skin.”","
    Rajen Jani,
  "
1422,"“The life of a man without learning is useless like the tail of a dog, which neither can hide the secret organs nor can it brush away insects.”","
    Rajen Jani,
  "
1423,"“Purity of speech, purity of mind, control of senses, and mercy for all, are the purities of one who gives counsel that benefits others.”","
    Rajen Jani,
  "
1424,"“In flower the fragrance, in sesamum seed the oil, in wood the fire, in milk the clarified butter, in sugarcane the jaggery; likewise in the body, seek the soul by discrimination.”","
    Rajen Jani,
  "
1425,"“The low seek only wealth, the middle seek wealth and respect, but the high seek only respect; because respect is the wealth of the high.”","
    Rajen Jani,
  "
1426,"“A lamp eats darkness and in the end, lamp black is produced; likewise, the type of food that is eaten, is reflected in the body, and always gets shown to the eyes of the public.”","
    Rajen Jani,
  "
1427,"“After consuming sugarcane juice, milk, roots, betel leaves, fruits, and medicines, one should take a bath, give charity, and perform other acts.”","
    Rajen Jani,
  "
1428,"“Wealth give to the qualified, O wise one! And never to others; received ocean water from clouds as rain is always sweet; animate and inanimate, for all it renews the earth; and thereafter, a million times multiplied goes back to the ocean.”","
    Rajen Jani,
  "
1429,"“The base, a thousand of them, say wise men who know the essence, are equal to a single foreign invader; hence there is no one more base than a foreign invader.”","
    Rajen Jani,
  "
1430,"“In indigestion, if water is drunk, then water is a medicine; after food is digested, if water is drunk, then water gives strength to the body; if water is sipped in-between while eating, then water is nectar; if water is drunk at the end of a meal, then water is poison.”","
    Rajen Jani,
  "
1431,"“Knowledge is damaged because it is not applied; a man is helpless because he is ignorant; an army is damaged because there is no commander; and a woman is utterly ruined because she devalues, discards, and disgraces her husband.”","
    Rajen Jani,
  "
1432,“The death of one’s wife when one is old; relatives controlling one’s wealth; and depending on others for one’s food; these three are disappointing dilemmas for a man.”,"
    Rajen Jani,
  "
1433,"“No fire offering is performed without the Veda; no charity is done without the act of giving; no feelings are felt without accomplishing anything; hence for all, love alone is the cause.”","
    Rajen Jani,
  "
1434,"“No god resides in wood, nor in stone, nor in clay; in feeling only resides god, therefore feeling is the only reason.”","
    Rajen Jani,
  "
1435,"“No greater austerity than maintaining peace, no greater happiness than contentment, no greater disease than thirst, and no greater religion than mercy.”","
    Rajen Jani,
  "
1436,"“Anger is Yama, king of death; thirst is Vaitarani, the river of hell; knowledge is Kamadughadhenu, the unending milk giving cow; and contentment is Nandan, the heaven’s garden.”","
    Rajen Jani,
  "
1437,"“Virtue ornaments beauty, conduct ornaments lineage, perfection ornaments knowledge, enjoyment ornaments wealth.”","
    Rajen Jani,
  "
1438,"“Lack of virtue tarnishes beauty, bad conduct tarnishes lineage, non-perfection tarnishes knowledge, improper utilization tarnishes wealth.”","
    Rajen Jani,
  "
1439,"“Water flowing under the ground is pure, a faithful wife is pure, a benefactor king is pure, a contented Brahmin is pure.”","
    Rajen Jani,
  "
1440,"“An unsatisfied Brahmin is destroyed, a satisfied king is destroyed, a prostitute having shame is destroyed, and a shameless woman of a noble family is destroyed.”","
    Rajen Jani,
  "
1441,"“One who gave birth, one who girdles the sacred thread, one who teaches, one who provides food, and one who protects from fear, these five are your fathers, remember.”","
    Rajen Jani,
  "
1442,"“A king’s wife, a teacher’s wife, a friend’s wife, your wife’s mother, and your own mother, these five are your mothers, remember.”","
    Rajen Jani,
  "
1443,"“By Shruti, righteousness is understood; by Shruti, evil thoughts are discarded; by Shruti, knowledge is acquired; by Shruti, liberation from human bondage is attained.”","
    Rajen Jani,
  "
1444,"“Among birds, the crow is degraded; among beasts, the dog; among ascetics, the sinner; and among all, one who criticizes others is degraded.”","
    Rajen Jani,
  "
1445,"“Ashes clean brass, copper by tamarind is cleaned, menstruation cleans a woman, a river by its speeding flow is cleaned.”","
    Rajen Jani,
  "
1446,"“The wandering king is worshipped, the wandering Brahmin is worshipped, the wandering Yogi is worshipped, but the wandering woman is utterly ruined.”","
    Rajen Jani,
  "
1447,"“Due to wealth a man has friends, due to wealth a man has relatives, due to wealth he alone is called as a man of men, and due to wealth he is respected as a highly learned man.”","
    Rajen Jani,
  "
1448,"“As the vision is, so goes the brain, so is the occupation envisioned, so are the helpers, so is the visionary’s competency.”","
    Rajen Jani,
  "
1449,"“Time digests earthly beings, time kills the population, time remains awake when all sleep, time alone is of farthest going.”","
    Rajen Jani,
  "
1450,"“One blind by birth cannot see the faults, one blinded by lust cannot see the faults, one maddened by pride cannot see the faults, one who is rich cannot see the faults.”","
    Rajen Jani,
  "
1451,"“The soul oneself performs actions, oneself bears its fruits, oneself roams the world, oneself frees from it.”","
    Rajen Jani,
  "
1452,"“The king suffers the sins created by the kingdom, the priest suffers the sins created by the king, the husband suffers the sins created by the wife, the Guru suffers the sins created by the disciple.”","
    Rajen Jani,
  "
1453,"“A debt-creating father is an enemy, an adulteress mother is an enemy, a beautiful wife is an enemy, an uneducated son is an enemy.”","
    Rajen Jani,
  "
1454,"“The greedy is won over by wealth, the egoist is won over by showing respect, the fool is won over by fooling as per his liking, the learned is won over by telling the truth.”","
    Rajen Jani,
  "
1455,"“Better to have no kingdom than to have a badly ruled kingdom, better to have no friends than to have bad friends, better to have no disciple than to have a bad disciple, better to have no wife than to have a bad wife.”","
    Rajen Jani,
  "
1456,"“In a kingdom ruled by an evil king, how can the subjects be happy? In a bad friend’s friendship, how can one be at peace? With an evil wife, how can there be love in a home? By teaching a bad disciple, how can one gain renown?”","
    Rajen Jani,
  "
1457,"“One from the lion, one from the crane, four from the cock, five from the crow, six from the dog, and three from the donkey.”","
    Rajen Jani,
  "
1458,"“Big or small, if the work is worth doing, then by giving everything it should begin and be immediately done; the lion displays this one quality.”","
    Rajen Jani,
  "
1459,"“Keeping senses under control like a crane, the wise man, the knower of the place, time, and strength, successfully accomplishes all tasks.”","
    Rajen Jani,
  "
1460,"“Keeping senses under control, devoid of anger and hate, remaining composed equally in sorrow and happiness, peaceful knower of the essence, is a saintly accomplishment.”","
    Rajen Jani,
  "
